bill,prop_id,sections,note,identity_basis,bill_url
S151,P-340,c.93B s.4(c)(14),companions,verified-text-identical,https://malegislature.gov/Bills/193/S151
S151,P-341,c.93B s.4(c)(14) indemnification clause,companions,verified-text-identical,https://malegislature.gov/Bills/193/S151
S1551,P-179,c.90 s.8N,single-proposition bill,sole-carrier,https://malegislature.gov/Bills/193/S1551
S1557,P-181,c.6 s.221(c),,sole-carrier,https://malegislature.gov/Bills/193/S1557
S1557,P-182,"c.6 s.221(d)(1),(e)",,sole-carrier,https://malegislature.gov/Bills/193/S1557
S1557,P-183,c.6 s.221(d)(2),,sole-carrier,https://malegislature.gov/Bills/193/S1557
S1557,P-184,c.6 s.221(d)(3),,sole-carrier,https://malegislature.gov/Bills/193/S1557
S1557,P-185,c.6 s.221(f),,sole-carrier,https://malegislature.gov/Bills/193/S1557
S1557,P-186,"c.6 s.221(g),(h)",,sole-carrier,https://malegislature.gov/Bills/193/S1557
S1557,P-187,c.6 s.221(i),,sole-carrier,https://malegislature.gov/Bills/193/S1557
S174,P-247,c.93A1/2 ss.3-4,stricter: consent plus notice for incompatible-purpose processing,verified-text-identical,https://malegislature.gov/Bills/193/S174
S184,P-241,c.93M s.2,identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S184
S184,P-242,c.93M s.3(1)-(3),identical companion; consent withdrawal right (s.4) attaches to this consent mechanism,verified-text-identical,https://malegislature.gov/Bills/193/S184
S184,P-243,c.93M s.3(4),identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S184
S184,P-245,c.93M s.5,identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S184
S184,P-246,c.93M s.6,identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S184
S184,P-277,c.93M s.4,identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S184
S184,P-278,c.93M s.4,identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S184
S1896,P-065,"c.65D ss.1-2,6",,sole-carrier,https://malegislature.gov/Bills/193/S1896
S1896,P-066,c.65D s.5,,sole-carrier,https://malegislature.gov/Bills/193/S1896
S194,P-254,c.10 s.24 (sole section),,sole-carrier,https://malegislature.gov/Bills/193/S194
S195,P-081,c.93M s.2(b),"weaker: written consent, electronic permitted, no expiry",inferred-analytic,https://malegislature.gov/Bills/193/S195
S195,P-082,c.93M s.2(a),harder retention backstop: destruction within 1 year of last interaction,inferred-analytic,https://malegislature.gov/Bills/193/S195
S195,P-083,c.93M s.2(d),adds subpoena and municipal-ordinance exceptions,inferred-analytic,https://malegislature.gov/Bills/193/S195
S195,P-084,c.93M s.2(c),sell/lease/trade/profit formulation,inferred-analytic,https://malegislature.gov/Bills/193/S195
S195,P-085,c.93M s.2(e),,inferred-analytic,https://malegislature.gov/Bills/193/S195
S195,P-088,c.93M s.3,"c.93A procedures; $5,000 or actual; double-treble willful",inferred-analytic,https://malegislature.gov/Bills/193/S195
S195,P-089,c.93M s.2(f),S195 only,sole-carrier,https://malegislature.gov/Bills/193/S195
S198,P-092,sole section,standalone minimal version; clause (d) collides with S140 drafting,verified-official-lineage,https://malegislature.gov/Bills/193/S198
S209,P-205,c.6C s.13(d),identical to H1455,verified-text-identical,https://malegislature.gov/Bills/193/S209
S209,P-206,"c.6C s.13(e),(j)",identical to H1455; any-crime warrant; emergency statement to court,verified-text-identical,https://malegislature.gov/Bills/193/S209
S209,P-207,c.6C s.13(f),identical to H1455,verified-text-identical,https://malegislature.gov/Bills/193/S209
S209,P-208,c.6C s.13(h),identical to H1455; exemplary damages only,verified-text-identical,https://malegislature.gov/Bills/193/S209
S209,P-209,c.6C s.13(i),identical to H1455,verified-text-identical,https://malegislature.gov/Bills/193/S209
S218,P-068,c.93 s.115,,verified-text-near-identical,https://malegislature.gov/Bills/193/S218
S2250,P-342,SECTIONS 1-2 (c.90 s.30A; c.147 s.30 para 12),companions,inferred-analytic,https://malegislature.gov/Bills/193/S2250
S2250,P-343,c.147 s.30 para 13,companions; license revocation attaches,inferred-analytic,https://malegislature.gov/Bills/193/S2250
S227,P-031,c.93M s.5,identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S227
S227,P-032,c.93M s.6,identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S227
S227,P-033,c.93M s.7,identical companion; 10-year archive for large holders,verified-text-identical,https://malegislature.gov/Bills/193/S227
S227,P-034,"c.93M ss.8,17(b)-(d),25(u)(3)",identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S227
S227,P-035,c.93M s.9,identical companion; consent-gate mechanism; 12-month re-request cooldown,verified-text-identical,https://malegislature.gov/Bills/193/S227
S227,P-037,c.93M s.11,identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S227
S227,P-038,c.93M s.12,identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S227
S227,P-039,c.93M s.13,identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S227
S227,P-040,"c.93M ss.16,18",identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S227
S227,P-041,c.93M s.19,identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S227
S227,P-042,"c.93M ss.20,25(p)(2)-(3),25(f)",identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S227
S227,P-043,c.93M s.21,identical companion; risk assessments; algorithmic detail for large holders,verified-text-identical,https://malegislature.gov/Bills/193/S227
S227,P-044,c.93M s.22,identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S227
S227,P-045,c.93M s.25,identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S227
S227,P-046,c.93M s.26,identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S227
S227,P-047,c.93M s.27,identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S227
S227,P-048,c.93M s.28,identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S227
S227,P-049,c.93M s.30; SECTION 2,identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S227
S227,P-275,c.93M s.10,identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S227
S227,P-276,c.93M s.10,identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S227
S2275,P-299,c.4 s.7 cl.26(w); c.90J s.8(c),road-safety/bus-camera c.90J regime,verified-text-identical,https://malegislature.gov/Bills/193/S2275
S2275,P-300,c.90J s.8(b),road-safety/bus-camera c.90J regime,verified-text-identical,https://malegislature.gov/Bills/193/S2275
S2275,P-302,c.90J s.8(e),road-safety/bus-camera c.90J regime,verified-text-identical,https://malegislature.gov/Bills/193/S2275
S2275,P-378,c.90J s.8(a),road-safety/bus-camera c.90J regime,verified-text-identical,https://malegislature.gov/Bills/193/S2275
S2275,P-379,c.90J s.8(a),road-safety/bus-camera c.90J regime; variant: destruction not more than 48 hours after final disposition,verified-text-identical,https://malegislature.gov/Bills/193/S2275
S2275,P-380,c.90J s.8(d),"road-safety/bus-camera c.90J regime; variant: best-efforts ('to the extent practicable, additional efforts shall be made'), against the c.363 line's flat prohibition",verified-text-identical,https://malegislature.gov/Bills/193/S2275
S23,P-291,SECTION 30 (new c.222 s.29),Senate supplemental-budget vehicle carrying the notary restriction,verified-official-lineage,https://malegislature.gov/Bills/193/S23
S24,P-291,s.19 (new c.222 s.29),Senate Ways and Means FY23 supplemental stage,verified-official-lineage,https://malegislature.gov/Bills/193/S24
S25,P-001,c.93L s.2,identical companion,verified-official-lineage,https://malegislature.gov/Bills/193/S25
S25,P-002,"c.93L ss.2(c),4(c),8(b),9(e)",identical companion,verified-official-lineage,https://malegislature.gov/Bills/193/S25
S25,P-003,c.93L s.3(1),identical companion,verified-official-lineage,https://malegislature.gov/Bills/193/S25
S25,P-004,"c.93L ss.1,3(2)",identical companion,verified-official-lineage,https://malegislature.gov/Bills/193/S25
S25,P-005,c.93L s.3(3),identical companion,verified-official-lineage,https://malegislature.gov/Bills/193/S25
S25,P-006,c.93L s.3(4),identical companion,verified-official-lineage,https://malegislature.gov/Bills/193/S25
S25,P-007,c.93L s.4,identical companion,verified-official-lineage,https://malegislature.gov/Bills/193/S25
S25,P-008,c.93L s.5,identical companion,verified-official-lineage,https://malegislature.gov/Bills/193/S25
S25,P-009,c.93L s.6,identical companion,verified-official-lineage,https://malegislature.gov/Bills/193/S25
S25,P-010,c.93L s.7,identical companion,verified-official-lineage,https://malegislature.gov/Bills/193/S25
S25,P-012,c.93L s.9,identical companion,verified-official-lineage,https://malegislature.gov/Bills/193/S25
S25,P-015,c.93L s.10,identical companion,verified-official-lineage,https://malegislature.gov/Bills/193/S25
S25,P-016,c.93L s.11 (Data Brokers),identical companion; dedicated $100/day penalties,verified-official-lineage,https://malegislature.gov/Bills/193/S25
S25,P-017,c.93L s.11 (Civil rights)(a)-(c),identical companion,verified-official-lineage,https://malegislature.gov/Bills/193/S25
S25,P-018,c.93L s.11 (Civil rights)(d),identical companion,verified-text-near-identical,https://malegislature.gov/Bills/193/S25
S25,P-019,c.93L s.12(a)-(b),identical companion,verified-text-near-identical,https://malegislature.gov/Bills/193/S25
S25,P-020,c.93L s.12(c)-(d),identical companion,verified-text-near-identical,https://malegislature.gov/Bills/193/S25
S25,P-021,c.93L s.12(e)-(g),identical companion,verified-text-near-identical,https://malegislature.gov/Bills/193/S25
S25,P-022,c.93L s.13,identical companion,verified-official-lineage,https://malegislature.gov/Bills/193/S25
S25,P-023,"c.93L ss.14(a)-(e),15(a)",identical companion; defendants: any non-small-business,verified-official-lineage,https://malegislature.gov/Bills/193/S25
S25,P-024,c.93L s.14,identical companion; awards earmarked to individuals,verified-official-lineage,https://malegislature.gov/Bills/193/S25
S25,P-025,c.93L s.14 (final),identical companion,verified-official-lineage,https://malegislature.gov/Bills/193/S25
S25,P-026,c.93L s.16,identical companion,verified-text-near-identical,https://malegislature.gov/Bills/193/S25
S25,P-027,c.93L s.15(b),identical companion,verified-text-near-identical,https://malegislature.gov/Bills/193/S25
S25,P-028,SECTION 2 (c.149 s.204),identical companion,verified-text-near-identical,https://malegislature.gov/Bills/193/S25
S25,P-271,c.93L s.8,identical companion; 24-month lookback; 30-day response,verified-official-lineage,https://malegislature.gov/Bills/193/S25
S25,P-272,c.93L s.8,identical companion,verified-official-lineage,https://malegislature.gov/Bills/193/S25
S25,P-273,c.93L s.8,identical companion,verified-official-lineage,https://malegislature.gov/Bills/193/S25
S25,P-274,c.93L s.8,identical companion,verified-official-lineage,https://malegislature.gov/Bills/193/S25
S2539,P-091,"SECTIONS 5,8(i)(E)",matches S30 wording,verified-official-lineage,https://malegislature.gov/Bills/193/S2539
S2539,P-092,SECTION 8(i)(F),,verified-official-lineage,https://malegislature.gov/Bills/193/S2539
S2539,P-093,"SECTIONS 7,8(i)(B),(C),(G)-(J),9",,verified-official-lineage,https://malegislature.gov/Bills/193/S2539
S2539,P-094,"SECTIONS 8(ii),15",,verified-official-lineage,https://malegislature.gov/Bills/193/S2539
S2539,P-095,SECTION 6,,verified-official-lineage,https://malegislature.gov/Bills/193/S2539
S2539,P-096,SECTION 11,,verified-official-lineage,https://malegislature.gov/Bills/193/S2539
S2539,P-097,"SECTIONS 12,14,15",,verified-official-lineage,https://malegislature.gov/Bills/193/S2539
S2539,P-098,SECTION 13,S2539 only,sole-carrier,https://malegislature.gov/Bills/193/S2539
S2539,P-101,SECTION 17 (c.175 s.231),S2539 only; borderline in-domain,sole-carrier,https://malegislature.gov/Bills/193/S2539
S2539,P-287,SECTION 1 (c.7D s.17(f)(iv)),delegated rulemaking; boundary call in codebook,sole-carrier,https://malegislature.gov/Bills/193/S2539
S2539,P-288,SECTION 1 (c.7D s.17(f)(iv)),delegated rulemaking; boundary call in codebook,sole-carrier,https://malegislature.gov/Bills/193/S2539
S2539,P-289,SECTION 1 (c.7D s.17(f)(iv)),deletion/de-identification when data no longer needed,sole-carrier,https://malegislature.gov/Bills/193/S2539
S2600,P-299,SECTION 6 (c.4 s.7 cl.26(w)); SECTION 8 (c.90K s.5(b)),parent vehicle of S2884 (Reported on a part of),verified-official-lineage,https://malegislature.gov/Bills/193/S2600
S2600,P-300,c.90K s.5(a),,verified-official-lineage,https://malegislature.gov/Bills/193/S2600
S2600,P-302,c.90K s.5(d),,verified-official-lineage,https://malegislature.gov/Bills/193/S2600
S2600,P-380,c.90K s.5(c),flat prohibition,verified-official-lineage,https://malegislature.gov/Bills/193/S2600
S2600,P-381,c.90K s.5(c),redaction duty,verified-official-lineage,https://malegislature.gov/Bills/193/S2600
S2604,P-335,new c.111 s.72CC(f),Senate redraft; clause dropped from enacted 2024 c.197 s.17 (see adjudication),verified-official-lineage,https://malegislature.gov/Bills/193/S2604
S2666,P-154,"c.7E ss.1,2(a)-(d),3(a)-(b),(f),4",redraft of H530/S343; identical,verified-text-identical,https://malegislature.gov/Bills/193/S2666
S2666,P-155,c.7E s.3(c)-(e),redraft of H530/S343; identical,verified-text-identical,https://malegislature.gov/Bills/193/S2666
S2666,P-156,c.7E s.2(e),redraft; stricter: adds 20 C.F.R. Part 603 UI-confidentiality condition,verified-text-identical,https://malegislature.gov/Bills/193/S2666
S2666,P-157,c.7E s.5,redraft of H530/S343; identical,verified-text-identical,https://malegislature.gov/Bills/193/S2666
S2666,P-158,c.7E s.6,redraft of H530/S343; identical,verified-text-identical,https://malegislature.gov/Bills/193/S2666
S27,P-131,"c.276 s.1B(a)-(e),(g),(k),(m); s.2A1/2(a); SECTION 3",identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S27
S27,P-132,c.276 s.1B(h)-(j),identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S27
S27,P-133,c.276 s.1B(f),identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S27
S27,P-134,c.276 s.1B(l),identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S27
S27,P-135,c.276 s.1C,identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S27
S27,P-136,c.276 s.1D; s.2A1/2(b),identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S27
S27,P-137,c.276 s.1E,identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S27
S27,P-138,"SECTIONS 4-5 (c.78 s.7, s.7A)",identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S27
S2703,P-266,SECTION 6 (c.265 s.43A(b)),Senate redraft in the NDII lineage,verified-official-lineage,https://malegislature.gov/Bills/193/S2703
S2703,P-280,SECTION 6 (c.265 s.43A(b)(5)),,verified-official-lineage,https://malegislature.gov/Bills/193/S2703
S2710,P-266,SECTION 7 (c.265 s.43A(b)),later Senate redraft in the NDII lineage,verified-official-lineage,https://malegislature.gov/Bills/193/S2710
S2710,P-280,SECTION 7 (c.265 s.43A(b)(5)),,verified-official-lineage,https://malegislature.gov/Bills/193/S2710
S2770,P-001,c.93M s.2,identical companion of H4632; variant: drops civic-engagement purpose and explicit targeted-ads secondary purpose,verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-002,"c.93M ss.1(a)(10),2(c),4(b),5(c),10(f)",identical companion of H4632; variant: codifies dark-pattern definition incl. FTC reference,verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-003,c.93M s.3(a)(1),identical companion of H4632,verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-004,"c.93M ss.1(a)(29),3(a)(2)","identical companion of H4632; stricter: sensitive-data definition broadened (reproductive health, pregnancy, victim status)",verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-005,c.93M s.3(a)(3),identical companion of H4632; variant: defined consent replaces affirmative express consent,verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-006,c.93M s.3(a)(4),identical companion of H4632,verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-007,c.93M s.5,"identical companion of H4632; stricter: point-of-collection display, no account conditioning",verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-008,c.93M s.6(a)(4),identical companion of H4632; variant: adds retention-evaluation duty,verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-009,c.93M s.7,identical companion of H4632,verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-010,c.93M s.9(i)-(j),identical companion of H4632; stricter: homepage placement plus separate biometric and geolocation policies,verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-012,"c.93M s.10(a)-(c),(e)-(j)","identical companion of H4632; variant: forwarding liability shield, loyalty conflict procedure",verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-013,"c.93M ss.1(a)(26),10(d)",identical companion of H4632; added by redraft,verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-014,c.93M s.15,identical companion of H4632; added by redraft,verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-015,"c.93M ss.1(a)(18),16",identical companion of H4632,verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-016,"c.93M ss.17,14(a)(4)",identical companion of H4632; variant: dedicated penalties replaced by general enforcement; AG broker rulemaking,verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-017,c.93M s.8,identical companion of H4632; stricter: protected classes expanded to c.151B universe,verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-022,c.93M s.11,identical companion of H4632,verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-023,"c.93M s.12(a)-(f),(j)","identical companion of H4632; weaker: defendant class narrowed to large data holders; adds 93A $5,000 floor",verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-024,"c.93M ss.12(g)-(h),14",identical companion of H4632; variant: adds operating-suspension remedy; drops earmarking,verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-025,c.93M s.12(i),identical companion of H4632,verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-121,"c.93N ss.1,2(a)-(b),(d)","identical companion of H4632; variant of H357/S148 chapter: softened AG regs, altered retroactivity",verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-122,c.93N s.2(c),identical companion of H4632,verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-125,c.93N s.2(f),identical companion of H4632; weaker: legal-mandate exception broadened to court orders/subpoenas/CIDs,verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-126,c.93N s.2(i),identical companion of H4632,verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-127,c.93N s.2(g)-(h),identical companion of H4632,verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-129,c.93N s.3,identical companion of H4632,verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-130,c.93N s.4,"identical companion of H4632; variant: $5,000/actual damages, 93A UDAP deeming",verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-271,c.93M s.4,"identical companion of H4632; weaker: 12-month lookback, 45-day response",verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-272,c.93M s.4,identical companion of H4632,verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-273,c.93M s.4,identical companion of H4632; FCRA exception replaces school exception,verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-274,c.93M s.4,identical companion of H4632,verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-281,c.93N s.2(e)(1),identical companion of H4632,verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-282,c.93N s.2(e)(2),identical companion of H4632,verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-283,c.93N s.2(e)(4),identical companion of H4632,verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-284,c.93N s.2(e)(3),identical companion of H4632; retroactive application,verified-text-identical,https://malegislature.gov/Bills/193/S2770
S2770,P-285,c.93N s.2(e)(5),identical companion of H4632; retroactive application,verified-text-identical,https://malegislature.gov/Bills/193/S2770
S280,P-141,c.71 s.34J(a)(1),identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S280
S280,P-142,c.71 s.34J(a)(2),identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S280
S280,P-143,c.71 s.34J(a)(3),identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S280
S280,P-144,c.71 s.34J(a)(4),identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S280
S280,P-145,c.71 s.34J(b)(1),identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S280
S280,P-146,c.71 s.34J(b)(2),identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S280
S280,P-147,c.71 s.34K,identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S280
S280,P-148,c.71 s.34L(a)-(b),identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S280
S280,P-149,c.71 s.34L(c),identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S280
S280,P-150,c.71 s.34L(d),identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S280
S280,P-151,c.71 s.34L(e),identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S280
S280,P-152,c.71 s.34L(f),identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S280
S2809,P-366,new c.160 s.253,identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S2809
S2834,P-295,"new c.239 s.16(b)-(h),(j)",Senate Affordable Homes vehicle,verified-official-lineage,https://malegislature.gov/Bills/193/S2834
S2834,P-296,new c.239 s.16(i); c.93 s.52(a)(7),Senate Affordable Homes vehicle,verified-official-lineage,https://malegislature.gov/Bills/193/S2834
S2850,P-295,"new c.239 s.16(b)-(h),(j)",Senate Affordable Homes vehicle,verified-official-lineage,https://malegislature.gov/Bills/193/S2850
S2850,P-296,new c.239 s.16(i); c.93 s.52(a)(7),Senate Affordable Homes vehicle,verified-official-lineage,https://malegislature.gov/Bills/193/S2850
S2884,P-299,SECTION 1 (c.4 s.7 cl.26(w)); c.90K s.5(b),enacted as 2024 c.363,verified-official-lineage,https://malegislature.gov/Bills/193/S2884
S2884,P-300,c.90K s.5(a),enacted as 2024 c.363,verified-official-lineage,https://malegislature.gov/Bills/193/S2884
S2884,P-302,c.90K s.5(d),enacted as 2024 c.363,verified-official-lineage,https://malegislature.gov/Bills/193/S2884
S2884,P-380,c.90K s.5(c),enacted as 2024 c.363; flat prohibition on using photographs to identify,verified-official-lineage,https://malegislature.gov/Bills/193/S2884
S2884,P-381,c.90K s.5(c),enacted as 2024 c.363; redaction duty absent from the c.90 s.14C line and from 2024 c.399,verified-official-lineage,https://malegislature.gov/Bills/193/S2884
S2888,P-303,s.14/s.15 (c.159A1/2 s.12(a)-(b)),Senate supplemental stage; pre-geolocation drafting variant,verified-official-lineage,https://malegislature.gov/Bills/193/S2888
S2888,P-304,s.14/s.15 (c.159A1/2 s.12(d)),Senate supplemental stage; pre-geolocation drafting variant,verified-official-lineage,https://malegislature.gov/Bills/193/S2888
S2891,P-303,s.14/s.15 (c.159A1/2 s.12(a)-(b)),Senate supplemental reprint (text adopted by H4799),verified-official-lineage,https://malegislature.gov/Bills/193/S2891
S2891,P-304,s.14/s.15 (c.159A1/2 s.12(d)),Senate supplemental reprint (text adopted by H4799),verified-official-lineage,https://malegislature.gov/Bills/193/S2891
S30,P-091,"SECTIONS 1,4(i)(E)",identical companion of H76,verified-text-identical,https://malegislature.gov/Bills/193/S30
S30,P-092,SECTION 4(i)(F),identical companion of H76,verified-text-identical,https://malegislature.gov/Bills/193/S30
S30,P-093,"SECTIONS 3,4(i)(B),(C),(G)-(J),5",identical companion of H76,verified-text-identical,https://malegislature.gov/Bills/193/S30
S30,P-094,"SECTIONS 4(ii),10",identical companion of H76,verified-text-identical,https://malegislature.gov/Bills/193/S30
S30,P-095,SECTION 2,identical companion of H76,verified-text-identical,https://malegislature.gov/Bills/193/S30
S30,P-096,SECTION 7,identical companion of H76; broad harm categories,verified-text-identical,https://malegislature.gov/Bills/193/S30
S30,P-097,SECTIONS 8-10,identical companion of H76; depends on P-093 subclause references,verified-text-identical,https://malegislature.gov/Bills/193/S30
S3005,P-302,SECTION 2 (new c.90 s.14C(d)(2)); ENACTED as 2024 c.399 s.2,text substituted for H4940 and enacted verbatim,verified-official-lineage,https://malegislature.gov/Bills/193/S3005
S3005,P-371,SECTION 2 (new c.90 s.14C(d)(1)); ENACTED as 2024 c.399 s.2,text substituted for H4940 and enacted verbatim,verified-official-lineage,https://malegislature.gov/Bills/193/S3005
S3005,P-379,SECTION 2 (new c.90 s.14C(d)(2)); ENACTED as 2024 c.399 s.2,text substituted for H4940 and enacted verbatim; adds the annual destruction attestation to the state secretary; the chapter contains no capture limit,verified-official-lineage,https://malegislature.gov/Bills/193/S3005
S3005,P-380,SECTION 2 (new c.90 s.14C(c)(3)); ENACTED as 2024 c.399 s.2,"text substituted for H4940 and enacted verbatim; variant: best-efforts, and the chapter adds a savings clause that no notice is dismissed solely because a photograph identifies the operator",verified-official-lineage,https://malegislature.gov/Bills/193/S3005
S343,P-154,"c.7E ss.1,2(a)-(d),3(a)-(b),(f),4",identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S343
S343,P-155,c.7E s.3(c)-(e),identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S343
S343,P-156,c.7E s.2(e),identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S343
S343,P-157,c.7E s.5,identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S343
S343,P-158,c.7E s.6,identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S343
S381,P-335,new c.111 s.72CC(f),companions; DPH penalties attach,verified-text-identical,https://malegislature.gov/Bills/193/S381
S627,P-303,c.159A1/2 s.12(a)-(c) (within the bill's TNC/TND provisions),filed carrier of the regime enacted at 2024 c.206 s.15,verified-text-identical,https://malegislature.gov/Bills/193/S627
S627,P-304,c.159A1/2 s.12(d)-(e),filed carrier of the regime enacted at 2024 c.206 s.15,verified-text-identical,https://malegislature.gov/Bills/193/S627
S666,P-303,c.159A1/2 s.12(a)-(c) (within the bill's TNC/TND provisions),filed carrier of the regime enacted at 2024 c.206 s.15,verified-text-identical,https://malegislature.gov/Bills/193/S666
S666,P-304,c.159A1/2 s.12(d)-(e),filed carrier of the regime enacted at 2024 c.206 s.15,verified-text-identical,https://malegislature.gov/Bills/193/S666
S844,P-153,SECTION 1 (c.66 s.22),variant: adds municipal institutions and agency-requester carve-out,verified-official-lineage,https://malegislature.gov/Bills/193/S844
S927,P-171,"c.6 s.220(b),(l)",identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S927
S927,P-172,c.6 s.220(c),identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S927
S927,P-173,c.6 s.220(d),identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S927
S927,P-174,c.6 s.220(e),identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S927
S927,P-175,c.6 s.220(f),identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S927
S927,P-176,"c.6 s.220(g),(h)",identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S927
S927,P-177,"c.6 s.220(i),(j)",identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S927
S927,P-178,c.6 s.220(k),identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S927
S938,P-255,c.258C s.15 (sole section),,verified-text-near-identical,https://malegislature.gov/Bills/193/S938
S941,P-336,SECTION 1 (c.6 s.167A(j)),companions; AG quash authority attaches,verified-text-identical,https://malegislature.gov/Bills/193/S941
S941,P-337,SECTIONS 2-3 (c.6 s.172),companions,verified-text-identical,https://malegislature.gov/Bills/193/S941
S941,P-338,SECTIONS 5-6 (c.147 s.63; c.258B s.3(x)),companions; interview-subject PII carve-out attaches,verified-text-identical,https://malegislature.gov/Bills/193/S941
S943,P-291,new c.222 s.29 (within the notary-modernization act),identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S943
S956,P-295,"new c.239 s.16(a)-(h),(j)-(k)",identical companion,verified-text-identical,https://malegislature.gov/Bills/193/S956
